hotel_names,rating,coordinates,description,links,town
Bel Appartement Terrasse 4 Étoiles Intra Muros,8.9,"4.19134417116433,43.5671867659993","Situé à Aigues-Mortes, en Occitanie, le Bel Appartement Terrasse 4 Étoiles Intra Muros dispose d'une terrasse et offre une vue sur le jardin. Cet hébergement climatisé se trouve à 33 km de Nîmes. ",www.booking.com/hotel/fr/bel-appartement-terrasse-intra-muros.fr.html?label=gen173nr-1FCAQoggJCFHNlYXJjaF9haWd1ZXMtbW9ydGVzSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCxqCdigbAAgHSAiRmN2Q0Nzg1YS0xNTcwLTRiYTEtOTBjMi1kNDlmODY0OTIyODjYAgXgAgE&sid=6160baa378d39ae31310486d55600501&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063558&srpvid=f25c696372ac0073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Aigues-Mortes
Hotel Canal Aigues Mortes,8.9,"4.19482469558716,43.5729875200846","L’hôtel Canal Aigues Mortes vous accueille sur les rives du canal, à 5 minutes à pied de la ville fortifiée. Vous pourrez profiter d’une vue sur le canal depuis sa terrasse panoramique et sa piscine. ",www.booking.com/hotel/fr/canal-aigues-mortes.fr.html?label=gen173nr-1FCAQoggJCFHNlYXJjaF9haWd1ZXMtbW9ydGVzSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCxqCdigbAAgHSAiRmN2Q0Nzg1YS0xNTcwLTRiYTEtOTBjMi1kNDlmODY0OTIyODjYAgXgAgE&sid=6160baa378d39ae31310486d55600501&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063558&srpvid=f25c696372ac0073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Aigues-Mortes
Maison des Croisades,9.2,"4.18829819999996,43.5689974","Située à Aigues-Mortes, la Maison des Croisades propose un service de location de vélos et un jardin. Il dispose d'une connexion Wi-Fi gratuite et d'une terrasse. ",www.booking.com/hotel/fr/des-croisades.fr.html?label=gen173nr-1FCAQoggJCFHNlYXJjaF9haWd1ZXMtbW9ydGVzSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCxqCdigbAAgHSAiRmN2Q0Nzg1YS0xNTcwLTRiYTEtOTBjMi1kNDlmODY0OTIyODjYAgXgAgE&sid=6160baa378d39ae31310486d55600501&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063558&srpvid=f25c696372ac0073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Aigues-Mortes
Thalacap Camargue,7.7,"4.4354510307312,43.4534913447637","Le Thalacap Camargue est situé en face de la plage des Saintes-Maries-de-la-Mer, à 5 minutes de marche du centre-ville. ",www.booking.com/hotel/fr/thalacap-camargue.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Auberge Cavaliere du Pont des Bannes,7.6,"4.41963136196136,43.4654298062704","Située dans un environnement naturel et paisible à Saintes-Maries-de-la-Mer, l'Auberge Cavaliere du Pont des Bannes propose des chambres confortables, 2 piscines extérieures, un spa avec sauna et...",www.booking.com/hotel/fr/auberge-cavaliere-saintes-maries-de-la-mer.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Mas De Calabrun,8.6,"4.42575752735138,43.5022582969377","Doté d’une piscine extérieure, d’un terrain de pétanque et d’une table de ping-pong, l’hôtel Mas De Calabrun est installé sur un domaine privé à Saintes-Maries-de-la-Mer, dans le Parc naturel régional...",www.booking.com/hotel/fr/mas-de-calabrun.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Clamador,8.1,"4.39563229680061,43.4682125774839",Le Clamador est un hôtel situé à 2 km de Saintes-Marie-de-la-Mer et à seulement 1 km de la plage. Vous pourrez profiter d'un mini-golf sur place. ,www.booking.com/hotel/fr/clamador.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Vila De La Mar & Spa,8.3,"4.43066596984863,43.4533453118068","Le Vila De La Mar & Spa est un petit hôtel décoré dans un style moderne situé dans le centre des Saintes-Maries-de-la-Mer, à 100 mètres de la plage. ",www.booking.com/hotel/fr/bastide-blanche-saintes-maries-de-la-mer.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Hôtel Restaurant Les Arnelles,8.4,"4.42231893539429,43.460956079743","L'hôtel Les Arnelles vous accueille aux Saintes-Maries-de-la-Mer, au cœur du Parc naturel régional de Camargue. ",www.booking.com/hotel/fr/les-arnelles.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Hotel Les Palmiers En Camargue,8.1,"4.42509368062019,43.4510661784305","Doté d'une connexion Wi-Fi gratuite, l'Hotel Les Palmiers En Camargue est situé à Saintes-Maries-de-la-Mer, à 100 mètres des plages de sable et à 200 mètres de l'église des Saintes-Maries. ",www.booking.com/hotel/fr/les-palmiers-en-camargue.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
La Tramontane,9.1,"4.41012024879456,43.4726010948223","L'établissement La Tramontane vous accueille aux Saintes-Maries-de-la-Mer, au cœur de la Camargue. ",www.booking.com/hotel/fr/la-tramontane.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Le Dauphin Bleu,8.5,"4.4336499273777,43.4523308598002","Situé à 50 mètres de la plage, face à la mer Méditerranée, Le Dauphin Bleu est situé à 400 mètres du centre de la vieille ville historique des Saintes-Maries-de-la-Mer. ",www.booking.com/hotel/fr/le-dauphin-bleu.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Mas Des Salicornes,8.8,"4.4261759519577,43.4568714223921","Le Mas Des Salicornes est un hôtel de campagne qui vous accueille à seulement 10 minutes à pied de la plage, au cœur de la Provence. ",www.booking.com/hotel/fr/mas-des-salicornes.fr.html?label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzLW1hcmllcy1kZS1sYS1tZXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALHoJ2KBsACAdICJDJiNDFlMzJkLThmOTAtNDAxNi05MzFiLWI0MzU1Nzc3ODg0MdgCBeACAQ&sid=11cd7f743e43ec69249417a37fa00f10&dest_id=-1465138&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063559&srpvid=fd44696389190422&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Saintes-Maries-de-la-mer
Hôtel Princes de Catalogne,8.1,"3.08268159627914,42.5259143133936","Situé sur une place tranquille dans la ville pittoresque de Collioure, l'Hôtel Princes de Catalogne se trouve à 400 mètres de la plage. Il a été rénové début 2009 et affiche un style contemporain. ",www.booking.com/hotel/fr/princes-de-catalogne.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
Le Mas des Citronniers,8.1,"3.08256391435862,42.525381587202","Situé dans le centre de Collioure, à seulement 250 mètres de la plage, le Mas des Citronniers propose des chambres climatisées dans un bâtiment traditionnel catalan. ",www.booking.com/hotel/fr/lesmasdescitronniers.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
Hôtel Triton,7.5,"3.08713473379612,42.5237161708293","Situé sur la plage du Boutiquet, l’Hôtel Triton propose des chambres climatisées donnant sur la baie de Collioure ou sur les Pyrénées. ",www.booking.com/hotel/fr/triton.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
Hôtel des Templiers,8.1,"3.08394089341164,42.5266654594885","Comportant 2 000 œuvres d'art originales de peintres du XXe siècle y ayant séjourné, l'Hôtel des Templiers est situé à 200 mètres du château royal de Collioure. ",www.booking.com/hotel/fr/ha-tel-des-templiers.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
Chambres Rue de la République,7.6,"3.08279672086678,42.525563697734","L'établissement Chambres Rue de la République est situé à Collioure, à moins de 2,3 km de la plage de Racou et à 200 mètres du château royal de Collioure. ",www.booking.com/hotel/fr/chambres-rue-de-la-republique.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
Residence Pierre & Vacances Les Balcons de Collioure,8.0,"3.09043619781733,42.5251063270837",La Residence Pierre & Vacances Les Balcons de Collioure propose des hébergements indépendants et confortables à seulement 500 mètres de la plage. ,www.booking.com/hotel/fr/maevabalconsdecollioure.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
Hôtel La Casa Pairal,8.7,"3.08235570788383,42.5261673320343","Situé à 250 mètres de la plage et du port de Collioure, l’Hôtel La Casa Pairal propose un jardin fleuri exotique et une piscine extérieure chauffée. ",www.booking.com/hotel/fr/hotelcasapairal.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
Hôtel la Bona Casa,8.3,"3.08269869536161,42.5254715283064","L'Hôtel la Bona Casa est situé dans le centre historique de Collioure, à seulement 300 mètres du château royal et de la plage. Il propose une connexion Wi-Fi gratuite et une terrasse ombragée. ",www.booking.com/hotel/fr/la-bona-casa.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
Appartement fonctionnel hauteurs de Collioure,8.3,"3.07335784194191,42.5218134892157","Offrant une vue sur la montagne, l'Appartement fonctionnel hauteurs de Collioure propose un hébergement avec une terrasse et une bouilloire, à environ 800 mètres du casino de Collioure. ",www.booking.com/hotel/fr/appartement-fonctionnel-a-collioure.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
La Chambre De Salome,9.1,"3.07730913162231,42.5211168959405","Situé à Collioure, à 2,3 km de la plage de Racou et à moins de 1 km du château royal de Collioure, l'établissement La Chambre De Salome propose des hébergements avec une connexion Wi-Fi gratuite, la...",www.booking.com/hotel/fr/la-chambre-de-salome.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALJoJ2KBsACAdICJGM5NjJlNmI4LWFlMDktNDZjYy04N2E5LTE0NzI5ZTE4ODE4OdgCBeACAQ&sid=6d8793401874a5f480596cbde33886c8&dest_id=-1421032&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063562&srpvid=06196964eb380001&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Collioure
ibis budget Carcassonne La Cité,7.7,"2.37880825996399,43.2076548087517","L'ibis budget Carcassonne La Cité est situé à Carcassonne, à 15 minutes à pied de la cité médiévale et à 2 km du centre-ville. ",www.booking.com/hotel/fr/ibis-budget-carcassonne-la-cite.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
SOWELL HOTELS Les Chevaliers,8.3,"2.35819995221902,43.2110324447747","Situé à Carcassonne, à 2 minutes à pied de l'Aude et offrant une vue sur le pont Vieux, le SOWELL HOTELS Les Chevaliers propose une connexion Wi-Fi gratuite. ",www.booking.com/hotel/fr/soleil-vacances-les-chevaliers.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
ibis Carcassonne Est la Cité,8.1,"2.38674759864807,43.2092520235757",L'ibis Carcassonne Est la Cité se trouve à 5 minutes en voiture du centre-ville de Carcassonne et à 1 km de la partie médiévale de la ville. ,www.booking.com/hotel/fr/ibis-berriac-2.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
ibis budget Carcassonne Aéroport - A61,7.9,"2.31039047241211,43.2045189067021",L'ibis budget Carcassonne Aéroport vous accueille à respectivement 1 et 5 km de l'aéroport et du centre-ville médiéval de Carcassonne. ,www.booking.com/hotel/fr/etap-carcassonne-aeroport.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
Hotel Espace Cite,8.6,"2.36776024103165,43.2083546950589","Doté d'une connexion Wi-Fi gratuite, l'Hotel Espace Cite est installé à seulement 200 mètres du centre-ville médiéval de Carcassonne et à 500 mètres du canal du Midi, deux sites classés au patrimoine...",www.booking.com/hotel/fr/inter-espace-cite.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
Premiere Classe Carcassonne,6.7,"2.3124061524868,43.2065072124278","Le Premiere Classe Carcassonne se situe à La Bouriette, à proximité de l'autoroute A61 des Deux Mers et à 3 minutes de l'aéroport. Une connexion Wi-Fi est disponible gratuitement. ",www.booking.com/hotel/fr/premiere-classe-carcassonne.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
La Rapière,8.5,"2.36704409122467,43.2082373962379","Située juste à l'extérieur des remparts, la maison d'hôtes La Rapière vous accueille à seulement 150 mètres de la ville médiévale de Carcassonne et à 15 minutes à pied du centre-ville. ",www.booking.com/hotel/fr/la-rapia-re.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
